order_id,date,customer_id,product_id,quantity,unit_price,unit_cost,discount
O01253,2023-05-15,C004,P01,2,500,330,0.0
O01547,2023-05-15,C005,P10,2,1800,1080,0.05
O02253,2023-05-15,C010,P01,1,500,330,0.0
O02311,2023-05-15,C023,P08,4,900,520,0.05
O02485,2023-05-15,C011,P07,10,4200,2900,0.05
O02488,2023-05-15,C022,P03,1,1200,760,0.0
O01192,2023-05-17,C005,P13,4,3200,2080,0.0
O02570,2023-05-17,C010,P10,6,1800,1080,0.05
O00948,2023-05-18,C038,P04,2,1600,1040,0.0
O01900,2023-05-18,C023,P06,4,2400,1560,0.0
O02300,2023-05-18,C011,P08,8,900,520,0.0
O00226,2023-05-19,C026,P05,10,3500,2300,0.0
O00363,2023-05-19,C027,P13,5,3200,2080,0.0
O01200,2023-05-19,C020,P13,5,3200,2080,0.1
O02557,2023-05-19,C020,P01,2,500,330,0.05
O02642,2023-05-19,C022,P04,3,1600,1040,0.05
O02950,2023-05-19,C015,P04,4,1600,1040,0.05
O00721,2023-05-20,C002,P09,2,2200,1430,0.0
O01304,2023-05-20,C028,P01,2,500,330,0.0
O02534,2023-05-20,C020,P01,2,500,330,0.0
O02820,2023-05-20,C037,P04,10,1600,1040,0.0
O00010,2023-05-21,C016,P13,3,3200,2080,0.05
O00509,2023-05-21,C017,P03,1,1200,760,0.0
O01707,2023-05-21,C018,P03,2,1200,760,0.0
O02114,2023-05-21,C025,P06,1,2400,1560,0.0
O00411,2023-05-22,C013,P05,1,3500,2300,0.0
O00892,2023-05-22,C001,P04,3,1600,1040,0.05
O02173,2023-05-22,C025,P01,4,500,330,0.1
O01740,2023-05-23,C034,P05,3,3500,2300,0.0
O01760,2023-05-23,C007,P04,3,1600,1040,0.05
O02562,2023-05-23,C010,P10,2,1800,1080,0.05
O02738,2023-05-23,C033,P13,1,3200,2080,0.0
O01018,2023-05-24,C012,P08,1,900,520,0.05
O01212,2023-05-24,C020,P07,3,4200,2900,0.0
O01341,2023-05-24,C021,P03,3,1200,760,0.0
O02122,2023-05-24,C019,P05,3,3500,2300,0.0
O01864,2023-05-25,C006,P07,1,4200,2900,0.0
O01928,2023-05-25,C015,P04,6,1600,1040,0.1
O01950,2023-05-25,C028,P06,2,2400,1560,0.05
O02147,2023-05-25,C007,P04,1,1600,1040,0.0
O02817,2023-05-25,C014,P01,2,500,330,0.0
O00044,2023-05-26,C020,P11,2,4500,3150,0.0
O00156,2023-05-26,C028,P05,1,3500,2300,0.0
O00343,2023-05-26,C032,P07,1,4200,2900,0.0
O00486,2023-05-26,C029,P07,4,4200,2900,0.0
O00748,2023-05-26,C006,P11,6,4500,3150,0.05
O02644,2023-05-26,C031,P03,4,1200,760,0.05
O02215,2023-05-27,C007,P08,5,900,520,0.0
O02601,2023-05-27,C020,P03,8,1200,760,0.05
O02704,2023-05-27,C018,P06,1,2400,1560,0.1
O00239,2023-05-28,C036,P10,1,1800,1080,0.05
O00434,2023-05-28,C018,P11,5,4500,3150,0.05
O02693,2023-05-28,C016,P07,3,4200,2900,0.0
O02902,2023-05-28,C011,P07,4,4200,2900,0.05
O00383,2023-05-29,C005,P04,5,1600,1040,0.0
O00859,2023-05-29,C027,P08,2,900,520,0.05
O01131,2023-05-29,C031,P04,8,1600,1040,0.0
O01430,2023-05-29,C036,P03,4,1200,760,0.05
O01695,2023-05-29,C003,P03,3,1200,760,0.0
O02221,2023-05-29,C040,P13,1,3200,2080,0.0
O02737,2023-05-29,C031,P01,2,500,330,0.1
O02740,2023-05-29,C034,P08,1,900,520,0.0
O02889,2023-05-29,C031,P13,5,3200,2080,0.0
O02930,2023-05-29,C028,P04,1,1600,1040,0.05
O00126,2023-05-30,C033,P09,5,2200,1430,0.0
O00537,2023-05-30,C025,P08,5,900,520,0.0
O02321,2023-05-30,C019,P05,2,3500,2300,0.0
O02492,2023-05-30,C005,P08,3,900,520,0.0
O02580,2023-05-30,C003,P01,2,500,330,0.0
O00050,2023-05-31,C029,P04,1,1600,1040,0.0
O00121,2023-05-31,C005,P02,4,2800,1850,0.0
O00456,2023-05-31,C023,P08,1,900,520,0.05
O00496,2023-05-31,C021,P08,3,900,520,0.0
O00759,2023-05-31,C004,P08,1,900,520,0.0
O01228,2023-05-31,C026,P03,2,1200,760,0.0
O01419,2023-05-31,C020,P09,6,2200,1430,0.0
O02418,2023-05-31,C014,P11,3,4500,3150,0.05
O00543,2023-06-01,C016,P03,5,1200,760,0.0
O01407,2023-06-01,C018,P01,5,500,330,0.05
O00986,2023-06-02,C017,P03,1,1200,760,0.0
O01446,2023-06-02,C020,P04,4,1600,1040,0.1
O01876,2023-06-02,C028,P06,3,2400,1560,0.0
O02129,2023-06-02,C003,P03,1,1200,760,0.0
O02650,2023-06-03,C010,P09,2,2200,1430,0.0
O00304,2023-06-04,C018,P13,1,3200,2080,0.05
O02177,2023-06-04,C036,P04,1,1600,1040,0.0
O02274,2023-06-04,C030,P07,5,4200,2900,0.0
O02903,2023-06-04,C027,P12,5,8000,5600,0.0
O00962,2023-06-05,C029,P03,6,1200,760,0.0
O01104,2023-06-05,C010,P06,2,2400,1560,0.05
O01421,2023-06-05,C009,P06,5,2400,1560,0.05
O02610,2023-06-05,C014,P08,1,900,520,0.1
O01359,2023-06-06,C034,P06,6,2400,1560,0.0
O02275,2023-06-06,C039,P01,10,500,330,0.0
O02325,2023-06-06,C010,P01,8,500,330,0.0
O00101,2023-06-07,C022,P12,1,8000,5600,0.0
O01633,2023-06-07,C011,P11,4,4500,3150,0.0
O01713,2023-06-07,C024,P03,2,1200,760,0.0
O00964,2023-06-08,C027,P08,5,900,520,0.0
O01820,2023-06-08,C016,P06,1,2400,1560,0.0
O00329,2023-06-09,C018,P11,2,4500,3150,0.1
O00409,2023-06-09,C008,P01,10,500,330,0.05
O00508,2023-06-09,C009,P04,1,1600,1040,0.0
O00857,2023-06-09,C034,P06,2,2400,1560,0.0
O01791,2023-06-09,C001,P04,1,1600,1040,0.0
O01987,2023-06-09,C025,P01,2,500,330,0.0
O02319,2023-06-09,C034,P03,1,1200,760,0.0
O02572,2023-06-09,C030,P03,2,1200,760,0.0
O02850,2023-06-09,C012,P05,3,3500,2300,0.0
O00965,2023-06-10,C004,P01,2,500,330,0.05
O01838,2023-06-10,C036,P04,8,1600,1040,0.0
O01992,2023-06-10,C032,P07,3,4200,2900,0.05
O02175,2023-06-10,C026,P02,8,2800,1850,0.0
O02235,2023-06-10,C032,P08,2,900,520,0.0
O02949,2023-06-10,C018,P11,6,4500,3150,0.0
O00579,2023-06-11,C030,P04,2,1600,1040,0.05
O01178,2023-06-11,C011,P10,2,1800,1080,0.0
O02582,2023-06-11,C014,P08,3,900,520,0.0
O02735,2023-06-11,C022,P08,3,900,520,0.05
O02778,2023-06-11,C029,P05,1,3500,2300,0.0
O00615,2023-06-12,C023,P08,10,900,520,0.0
O01035,2023-06-12,C028,P03,10,1200,760,0.0
O01226,2023-06-12,C012,P05,8,3500,2300,0.0
O01232,2023-06-12,C012,P04,1,1600,1040,0.05
O02072,2023-06-12,C026,P04,1,1600,1040,0.0
O02529,2023-06-12,C025,P10,2,1800,1080,0.0
O02605,2023-06-12,C029,P13,2,3200,2080,0.0
O01028,2023-06-13,C016,P11,3,4500,3150,0.0
O01492,2023-06-13,C040,P08,8,900,520,0.0
O02667,2023-06-13,C017,P06,3,2400,1560,0.0
O00028,2023-06-14,C011,P05,5,3500,2300,0.0
O00443,2023-06-14,C029,P11,2,4500,3150,0.1
O00538,2023-06-14,C020,P11,1,4500,3150,0.0
O01472,2023-06-14,C028,P05,1,3500,2300,0.0
O02634,2023-06-14,C023,P01,5,500,330,0.0
O00449,2023-06-15,C016,P03,2,1200,760,0.0
O00520,2023-06-15,C032,P05,5,3500,2300,0.0
O01384,2023-06-15,C011,P03,4,1200,760,0.05
O01626,2023-06-15,C039,P03,1,1200,760,0.05
O02095,2023-06-15,C017,P11,2,4500,3150,0.05
O02408,2023-06-15,C039,P05,3,3500,2300,0.0
O00264,2023-06-16,C017,P10,10,1800,1080,0.0
O02985,2023-06-16,C009,P01,2,500,330,0.05
O00855,2023-06-17,C040,P11,2,4500,3150,0.0
O02187,2023-06-17,C017,P13,1,3200,2080,0.0
O02390,2023-06-17,C034,P06,2,2400,1560,0.0
O00109,2023-06-18,C002,P05,3,3500,2300,0.0
O00382,2023-06-18,C037,P04,8,1600,1040,0.0
O00577,2023-06-18,C038,P06,1,2400,1560,0.0
O00906,2023-06-18,C035,P08,6,900,520,0.0
O01187,2023-06-18,C002,P04,2,1600,1040,0.1
O01463,2023-06-18,C029,P13,6,3200,2080,0.1
O02768,2023-06-18,C023,P01,3,500,330,0.1
O00158,2023-06-19,C010,P04,2,1600,1040,0.0
O00518,2023-06-19,C040,P06,1,2400,1560,0.0
O01967,2023-06-19,C013,P03,1,1200,760,0.0
O00160,2023-06-20,C024,P01,3,500,330,0.1
O00255,2023-06-20,C034,P03,5,1200,760,0.0
O00418,2023-06-20,C040,P01,2,500,330,0.0
O01648,2023-06-20,C005,P11,1,4500,3150,0.0
O01975,2023-06-20,C021,P02,3,2800,1850,0.05
O00357,2023-06-21,C017,P08,1,900,520,0.0
O01662,2023-06-21,C015,P03,4,1200,760,0.05
O01696,2023-06-21,C030,P12,3,8000,5600,0.05
O02073,2023-06-21,C036,P07,4,4200,2900,0.0
O00606,2023-06-22,C011,P01,8,500,330,0.0
O00920,2023-06-22,C014,P01,1,500,330,0.05
O01957,2023-06-22,C024,P13,3,3200,2080,0.0
O02857,2023-06-22,C036,P05,2,3500,2300,0.0
O00048,2023-06-23,C024,P12,1,8000,5600,0.0
O00569,2023-06-23,C022,P08,3,900,520,0.0
O00702,2023-06-23,C040,P03,4,1200,760,0.0
O01258,2023-06-23,C005,P02,1,2800,1850,0.05
O01612,2023-06-23,C022,P05,5,3500,2300,0.0
O02350,2023-06-23,C028,P06,2,2400,1560,0.0
O02407,2023-06-23,C038,P08,1,900,520,0.1
O00848,2023-06-24,C012,P03,1,1200,760,0.0
O01070,2023-06-24,C033,P08,5,900,520,0.0
O01115,2023-06-24,C030,P04,8,1600,1040,0.0
O02052,2023-06-24,C002,P01,1,500,330,0.05
O02447,2023-06-24,C009,P10,2,1800,1080,0.0
O00339,2023-06-25,C034,P01,1,500,330,0.0
O01183,2023-06-25,C034,P11,4,4500,3150,0.0
O01196,2023-06-25,C037,P02,10,2800,1850,0.0
O02886,2023-06-25,C019,P04,2,1600,1040,0.05
O02305,2023-06-26,C005,P08,3,900,520,0.0
O00645,2023-06-27,C018,P08,4,900,520,0.1
O00696,2023-06-27,C021,P04,2,1600,1040,0.0
O02226,2023-06-27,C032,P07,1,4200,2900,0.0
O02419,2023-06-27,C032,P03,4,1200,760,0.0
O02969,2023-06-27,C009,P13,4,3200,2080,0.05
O00013,2023-06-28,C011,P05,1,3500,2300,0.0
O00665,2023-06-28,C020,P10,1,1800,1080,0.0
O00739,2023-06-28,C016,P08,6,900,520,0.0
O01083,2023-06-28,C026,P08,4,900,520,0.0
O01124,2023-06-28,C010,P04,1,1600,1040,0.05
O01260,2023-06-28,C035,P03,1,1200,760,0.0
O02104,2023-06-28,C029,P09,3,2200,1430,0.0
O02992,2023-06-28,C023,P01,2,500,330,0.0
O00878,2023-06-29,C007,P01,1,500,330,0.1
O02420,2023-06-29,C011,P01,3,500,330,0.0
O02594,2023-06-29,C028,P13,2,3200,2080,0.0
O00983,2023-06-30,C019,P03,1,1200,760,0.05
O01599,2023-06-30,C036,P09,1,2200,1430,0.05
O01649,2023-06-30,C009,P03,1,1200,760,0.0
O02248,2023-06-30,C036,P02,1,2800,1850,0.1
O02510,2023-06-30,C013,P04,2,1600,1040,0.05
O00679,2023-07-01,C015,P08,2,900,520,0.05
O00769,2023-07-01,C022,P13,3,3200,2080,0.0
O00925,2023-07-01,C003,P01,2,500,330,0.0
O00973,2023-07-01,C038,P09,2,2200,1430,0.1
O01019,2023-07-01,C001,P08,1,900,520,0.0
O02449,2023-07-01,C040,P08,2,900,520,0.0
O00979,2023-07-02,C002,P05,1,3500,2300,0.1
O01436,2023-07-02,C029,P04,3,1600,1040,0.0
O02783,2023-07-02,C022,P04,3,1600,1040,0.1
O00181,2023-07-03,C034,P02,3,2800,1850,0.0
O02787,2023-07-03,C008,P10,8,1800,1080,0.0
O00191,2023-07-04,C007,P02,5,2800,1850,0.0
O00715,2023-07-04,C032,P08,1,900,520,0.0
O01568,2023-07-04,C032,P07,4,4200,2900,0.0
O00276,2023-07-05,C004,P03,5,1200,760,0.0
O01941,2023-07-05,C005,P01,1,500,330,0.0
O02069,2023-07-05,C040,P05,2,3500,2300,0.0
O02314,2023-07-05,C002,P01,6,500,330,0.05
O01752,2023-07-06,C018,P01,2,500,330,0.0
O01879,2023-07-06,C024,P05,1,3500,2300,0.0
O01909,2023-07-06,C024,P01,4,500,330,0.0
O02255,2023-07-06,C035,P01,8,500,330,0.05
O02258,2023-07-06,C028,P09,1,2200,1430,0.0
O02299,2023-07-06,C018,P02,2,2800,1850,0.0
O02617,2023-07-06,C037,P01,1,500,330,0.1
O00113,2023-07-07,C023,P08,2,900,520,0.0
O00722,2023-07-07,C031,P11,2,4500,3150,0.0
O01730,2023-07-07,C018,P06,2,2400,1560,0.1
O02208,2023-07-07,C011,P09,3,2200,1430,0.0
O02629,2023-07-07,C037,P01,1,500,330,0.05
O02056,2023-07-08,C008,P03,4,1200,760,0.05
O02689,2023-07-08,C018,P07,1,4200,2900,0.0
O01460,2023-07-09,C040,P06,1,2400,1560,0.0
O01866,2023-07-09,C014,P05,1,3500,2300,0.0
O02835,2023-07-09,C014,P01,1,500,330,0.0
O02979,2023-07-09,C033,P07,6,4200,2900,0.0
O02018,2023-07-10,C008,P08,3,900,520,0.05
O00899,2023-07-11,C022,P05,1,3500,2300,0.05
O02070,2023-07-11,C037,P08,2,900,520,0.0
O00583,2023-07-12,C014,P08,10,900,520,0.0
O01123,2023-07-12,C006,P01,2,500,330,0.0
O02391,2023-07-12,C029,P06,1,2400,1560,0.0
O02046,2023-07-13,C024,P02,6,2800,1850,0.0
O02660,2023-07-13,C026,P03,5,1200,760,0.0
O02952,2023-07-13,C031,P01,5,500,330,0.0
O02990,2023-07-13,C016,P09,10,2200,1430,0.05
O01423,2023-07-14,C015,P01,5,500,330,0.0
O01676,2023-07-14,C021,P10,1,1800,1080,0.05
O00034,2023-07-15,C038,P01,3,500,330,0.0
O00927,2023-07-15,C018,P10,1,1800,1080,0.1
O02277,2023-07-15,C018,P01,5,500,330,0.0
O02564,2023-07-15,C015,P06,3,2400,1560,0.0
O00225,2023-07-17,C025,P06,1,2400,1560,0.0
O01296,2023-07-17,C006,P07,2,4200,2900,0.05
O02279,2023-07-17,C034,P05,1,3500,2300,0.05
O02938,2023-07-17,C023,P08,5,900,520,0.0
O00043,2023-07-18,C015,P01,4,500,330,0.0
O00430,2023-07-18,C038,P03,1,1200,760,0.0
O01037,2023-07-18,C025,P06,3,2400,1560,0.0
O02254,2023-07-18,C007,P11,1,4500,3150,0.0
O02462,2023-07-18,C021,P06,1,2400,1560,0.0
O00747,2023-07-19,C007,P06,10,2400,1560,0.0
O01163,2023-07-19,C015,P09,2,2200,1430,0.0
O01606,2023-07-19,C018,P03,1,1200,760,0.0
O01688,2023-07-19,C038,P02,3,2800,1850,0.05
O02048,2023-07-19,C021,P12,5,8000,5600,0.0
O02608,2023-07-19,C007,P05,3,3500,2300,0.0
O00385,2023-07-20,C012,P08,1,900,520,0.0
O00445,2023-07-20,C023,P10,2,1800,1080,0.0
O02558,2023-07-20,C015,P08,2,900,520,0.0
O02671,2023-07-20,C026,P01,1,500,330,0.0
O02677,2023-07-20,C035,P06,5,2400,1560,0.0
O00006,2023-07-21,C009,P09,4,2200,1430,0.0
O00838,2023-07-21,C018,P13,3,3200,2080,0.1
O01914,2023-07-21,C012,P11,3,4500,3150,0.0
O00917,2023-07-22,C021,P08,3,900,520,0.0
O01444,2023-07-22,C007,P01,5,500,330,0.0
O00610,2023-07-23,C022,P13,2,3200,2080,0.0
O02123,2023-07-23,C013,P01,10,500,330,0.0
O00728,2023-07-24,C005,P07,2,4200,2900,0.0
O01015,2023-07-24,C038,P09,3,2200,1430,0.0
O01388,2023-07-24,C033,P13,10,3200,2080,0.0
O01478,2023-07-24,C021,P03,1,1200,760,0.0
O01553,2023-07-24,C019,P03,3,1200,760,0.0
O02295,2023-07-24,C034,P13,1,3200,2080,0.0
O00887,2023-07-25,C003,P05,6,3500,2300,0.0
O00918,2023-07-25,C012,P08,2,900,520,0.0
O00969,2023-07-25,C023,P01,4,500,330,0.1
O01841,2023-07-25,C015,P13,1,3200,2080,0.1
O02068,2023-07-25,C006,P06,3,2400,1560,0.0
O02722,2023-07-25,C023,P05,5,3500,2300,0.1
O02727,2023-07-25,C022,P10,1,1800,1080,0.0
O00063,2023-07-26,C017,P12,8,8000,5600,0.1
O00186,2023-07-26,C005,P01,1,500,330,0.0
O00419,2023-07-26,C027,P09,4,2200,1430,0.0
O01154,2023-07-26,C010,P10,2,1800,1080,0.0
O01301,2023-07-26,C009,P02,1,2800,1850,0.0
O02021,2023-07-26,C007,P13,2,3200,2080,0.0
O02353,2023-07-26,C013,P05,8,3500,2300,0.0
O01317,2023-07-27,C015,P05,6,3500,2300,0.0
O01408,2023-07-27,C011,P03,1,1200,760,0.0
O02379,2023-07-27,C012,P06,2,2400,1560,0.0
O00542,2023-07-28,C032,P10,2,1800,1080,0.0
O00994,2023-07-28,C002,P05,3,3500,2300,0.0
O01608,2023-07-28,C015,P13,3,3200,2080,0.0
O01719,2023-07-28,C028,P02,2,2800,1850,0.0
O01761,2023-07-28,C031,P02,6,2800,1850,0.0
O00499,2023-07-29,C038,P08,1,900,520,0.05
O01541,2023-07-29,C038,P10,6,1800,1080,0.0
O02153,2023-07-29,C005,P04,5,1600,1040,0.0
O02844,2023-07-29,C009,P04,1,1600,1040,0.0
O00127,2023-07-30,C004,P08,2,900,520,0.1
O00601,2023-07-30,C010,P04,1,1600,1040,0.0
O01050,2023-07-30,C005,P11,6,4500,3150,0.1
O02218,2023-07-30,C039,P01,4,500,330,0.0
O02415,2023-07-30,C004,P12,1,8000,5600,0.0
O00347,2023-07-31,C019,P13,6,3200,2080,0.0
O00516,2023-07-31,C032,P06,1,2400,1560,0.0
O00608,2023-07-31,C005,P04,4,1600,1040,0.0
O00844,2023-07-31,C017,P03,5,1200,760,0.0
O01835,2023-07-31,C017,P03,1,1200,760,0.0
O00022,2023-08-01,C026,P02,2,2800,1850,0.0
O02344,2023-08-01,C006,P08,2,900,520,0.0
O02500,2023-08-01,C034,P01,6,500,330,0.1
O02795,2023-08-01,C001,P11,1,4500,3150,0.1
O00589,2023-08-02,C004,P06,2,2400,1560,0.05
